profile,quantum,seed,algorithm,mean_waiting,mean_turnaround,mean_response,mean_slowdown,p95_waiting,max_waiting,makespan,utilization,throughput,context_switches,dispatches
mixed,1,109,fcfs,71.56,78.64,71.56,25.8,122,123,178,0.9943820224719101,0.1404494382022472,24,25
mixed,1,109,sjf,21.2,28.28,21.2,3.3874285714285715,113,117,178,0.9943820224719101,0.1404494382022472,24,25
mixed,1,109,srtf,20.76,27.84,20.32,2.858095238095238,113,117,178,0.9943820224719101,0.1404494382022472,29,37
mixed,1,109,rr,47.4,54.48,7.48,9.30352380952381,121,135,178,0.9943820224719101,0.1404494382022472,163,177
mixed,1,109,priority,73.4,80.48,73.4,27.863777777777777,150,173,178,0.9943820224719101,0.1404494382022472,24,25
mixed,1,109,hrrn,40.32,47.4,40.32,10.869333333333334,95,117,178,0.9943820224719101,0.1404494382022472,24,25
mixed,1,110,fcfs,95.76,105.56,95.76,30.57980294117647,198,201,248,0.9879032258064516,0.10080645161290322,23,25
mixed,1,110,sjf,38.76,48.56,38.76,6.243173202614379,155,181,248,0.9879032258064516,0.10080645161290322,23,25
mixed,1,110,srtf,26.72,36.52,21.12,2.0085176470588233,155,181,248,0.9879032258064516,0.10080645161290322,27,33
mixed,1,110,rr,59.2,69.0,5.56,7.48598431372549,182,188,248,0.9879032258064516,0.10080645161290322,236,245
mixed,1,110,priority,115.76,125.56,115.76,47.37027581699346,207,209,248,0.9879032258064516,0.10080645161290322,23,25
mixed,1,110,hrrn,43.84,53.64,43.84,9.609165032679739,150,181,248,0.9879032258064516,0.10080645161290322,23,25
mixed,1,111,fcfs,159.0,173.76,159.0,50.67848656242205,282,285,372,0.9919354838709677,0.06720430107526881,24,25
mixed,1,111,sjf,77.12,91.88,77.12,7.119570459647878,249,285,372,0.9919354838709677,0.06720430107526881,24,25
mixed,1,111,srtf,64.12,78.88,55.28,3.3700653668911738,249,285,372,0.9919354838709677,0.06720430107526881,26,36
mixed,1,111,rr,133.24,148.0,8.88,11.301539023461606,298,298,372,0.9919354838709677,0.06720430107526881,364,369
mixed,1,111,priority,162.44,177.2,162.44,53.7860215211312,307,328,372,0.9919354838709677,0.06720430107526881,24,25
mixed,1,111,hrrn,78.2,92.96,78.2,7.873589507266927,249,285,372,0.9919354838709677,0.06720430107526881,24,25
mixed,1,112,fcfs,24.96,29.68,24.96,16.350469208211145,69,70,122,0.9672131147540983,0.20491803278688525,23,25
mixed,1,112,sjf,5.2,9.92,5.2,2.1987839687194524,17,59,122,0.9672131147540983,0.20491803278688525,23,25
mixed,1,112,srtf,4.88,9.6,4.64,1.7507839687194526,17,59,122,0.9672131147540983,0.20491803278688525,26,37
mixed,1,112,rr,10.44,15.16,2.36,3.6149403714565005,50,57,122,0.9672131147540983,0.20491803278688525,112,118
mixed,1,112,priority,24.8,29.52,24.8,16.285411534701858,74,77,122,0.9672131147540983,0.20491803278688525,23,25
mixed,1,112,hrrn,14.44,19.16,14.44,8.441304007820136,43,50,122,0.9672131147540983,0.20491803278688525,23,25
mixed,1,113,fcfs,75.36,83.32,75.36,31.807362573099418,119,149,200,0.995,0.125,24,25
mixed,1,113,sjf,20.96,28.92,20.96,2.7105321637426902,101,138,200,0.995,0.125,24,25
mixed,1,113,srtf,20.88,28.84,20.76,2.59653216374269,101,138,200,0.995,0.125,26,36
mixed,1,113,rr,48.68,56.64,8.08,9.880666666666666,136,137,200,0.995,0.125,198,199
mixed,1,113,priority,77.88,85.84,77.88,31.490964912280702,135,144,200,0.995,0.125,24,25
mixed,1,113,hrrn,31.52,39.48,31.52,7.3224912280701755,102,120,200,0.995,0.125,24,25
mixed,1,114,fcfs,41.16,45.36,41.16,22.739333333333335,64,65,107,0.9813084112149533,0.2336448598130841,24,25
mixed,1,114,sjf,10.6,14.8,10.6,3.3136666666666668,36,57,107,0.9813084112149533,0.2336448598130841,24,25
mixed,1,114,srtf,10.52,14.72,10.44,3.1803333333333335,36,57,107,0.9813084112149533,0.2336448598130841,26,38
mixed,1,114,rr,21.72,25.92,6.52,8.415666666666667,47,57,107,0.9813084112149533,0.2336448598130841,71,105
mixed,1,114,priority,46.72,50.92,46.72,23.814,85,87,107,0.9813084112149533,0.2336448598130841,24,25
mixed,1,114,hrrn,12.6,16.8,12.6,5.024333333333334,32,57,107,0.9813084112149533,0.2336448598130841,24,25
mixed,1,115,fcfs,113.32,124.16,113.32,30.599122777767658,204,224,277,0.9783393501805054,0.09025270758122744,23,25
mixed,1,115,sjf,52.0,62.84,52.0,7.4278727997263765,191,223,277,0.9783393501805054,0.09025270758122744,23,25
mixed,1,115,srtf,39.68,50.52,33.16,2.9260339710468743,191,223,277,0.9783393501805054,0.09025270758122744,25,37
mixed,1,115,rr,85.24,96.08,7.24,9.558707447546999,223,224,277,0.9783393501805054,0.09025270758122744,266,271
mixed,1,115,priority,117.4,128.24,117.4,39.333099331928786,250,250,277,0.9783393501805054,0.09025270758122744,23,25
mixed,1,115,hrrn,53.16,64.0,53.16,8.135363445312674,191,223,277,0.9783393501805054,0.09025270758122744,23,25
mixed,1,116,fcfs,142.08,156.32,142.08,27.193014903350104,283,283,357,0.9971988795518207,0.0700280112044818,24,25
mixed,1,116,sjf,71.72,85.96,71.72,4.58168156144105,264,277,357,0.9971988795518207,0.0700280112044818,24,25
mixed,1,116,srtf,70.72,84.96,68.68,4.032848228107717,264,277,357,0.9971988795518207,0.0700280112044818,27,41
mixed,1,116,rr,146.56,160.8,9.52,12.850342077047907,286,296,357,0.9971988795518207,0.0700280112044818,351,356
mixed,1,116,priority,177.88,192.12,177.88,36.07390561192794,318,320,357,0.9971988795518207,0.0700280112044818,24,25
mixed,1,116,hrrn,73.0,87.24,73.0,5.0717977811089945,264,277,357,0.9971988795518207,0.0700280112044818,24,25
mixed,1,117,fcfs,104.36,113.0,104.36,46.203809523809525,165,168,216,1.0,0.11574074074074074,24,25
mixed,1,117,sjf,35.56,44.2,35.56,8.098581453634086,109,164,216,1.0,0.11574074074074074,24,25
mixed,1,117,srtf,21.4,30.04,18.12,2.126606516290727,109,164,216,1.0,0.11574074074074074,29,40
mixed,1,117,rr,51.48,60.12,7.8,9.38719298245614,164,164,216,1.0,0.11574074074074074,214,216
mixed,1,117,priority,80.64,89.28,80.64,37.292646616541354,163,171,216,1.0,0.11574074074074074,24,25
mixed,1,117,hrrn,42.72,51.36,42.72,10.796947368421051,129,147,216,1.0,0.11574074074074074,24,25
mixed,1,118,fcfs,111.16,122.64,111.16,38.96799596788548,231,233,287,1.0,0.08710801393728224,24,25
mixed,1,118,sjf,54.28,65.76,54.28,8.43560234956859,193,200,287,1.0,0.08710801393728224,24,25
mixed,1,118,srtf,41.88,53.36,33.64,2.712743700970811,193,200,287,1.0,0.08710801393728224,29,37
mixed,1,118,rr,88.32,99.8,6.68,8.917897257729482,223,227,287,1.0,0.08710801393728224,276,287
mixed,1,118,priority,122.44,133.92,122.44,49.285454720215846,237,245,287,1.0,0.08710801393728224,24,25
mixed,1,118,hrrn,55.84,67.32,55.84,9.402069430313931,193,200,287,1.0,0.08710801393728224,24,25
mixed,1,119,fcfs,86.0,93.76,86.0,34.560257181415075,141,142,195,0.9948717948717949,0.1282051282051282,24,25
mixed,1,119,sjf,28.32,36.08,28.32,4.709132060921535,103,146,195,0.9948717948717949,0.1282051282051282,24,25
mixed,1,119,srtf,21.72,29.48,19.24,2.7544653942548676,103,146,195,0.9948717948717949,0.1282051282051282,27,37
mixed,1,119,rr,50.68,58.44,8.12,10.116705995758627,135,146,195,0.9948717948717949,0.1282051282051282,187,194
mixed,1,119,priority,79.04,86.8,79.04,28.998340852130326,160,160,195,0.9948717948717949,0.1282051282051282,24,25
mixed,1,119,hrrn,30.44,38.2,30.44,6.207798727588202,103,146,195,0.9948717948717949,0.1282051282051282,24,25
mixed,3,100,fcfs,85.6,94.52,85.6,32.618308663178226,171,175,226,0.9867256637168141,0.11061946902654868,24,25
mixed,3,100,sjf,41.56,50.48,41.56,11.342422871031568,133,142,226,0.9867256637168141,0.11061946902654868,24,25
mixed,3,100,srtf,22.04,30.96,15.12,2.1756743834135137,133,142,226,0.9867256637168141,0.11061946902654868,32,38
mixed,3,100,rr,49.64,58.56,14.12,8.679414759240847,163,168,226,0.9867256637168141,0.11061946902654868,80,83
mixed,3,100,priority,79.76,88.68,79.76,33.58432899789421,186,204,226,0.9867256637168141,0.11061946902654868,24,25
mixed,3,100,hrrn,41.96,50.88,41.96,11.822422871031568,133,142,226,0.9867256637168141,0.11061946902654868,24,25
mixed,3,101,fcfs,94.28,104.92,94.28,25.316067003769177,213,217,270,0.9851851851851852,0.09259259259259259,24,25
mixed,3,101,sjf,46.92,57.56,46.92,6.044127212794833,185,201,270,0.9851851851851852,0.09259259259259259,24,25
mixed,3,101,srtf,40.52,51.16,38.72,2.9009272127948327,185,201,270,0.9851851851851852,0.09259259259259259,29,35
mixed,3,101,rr,85.88,96.52,18.08,9.857882136132366,206,208,270,0.9851851851851852,0.09259259259259259,97,99
mixed,3,101,priority,93.52,104.16,93.52,26.87056077196386,208,224,270,0.9851851851851852,0.09259259259259259,24,25
mixed,3,101,hrrn,48.48,59.12,48.48,6.764006599413808,169,201,270,0.9851851851851852,0.09259259259259259,24,25
mixed,3,102,fcfs,94.08,105.2,94.08,29.345952347928378,235,237,285,0.9754385964912281,0.08771929824561403,23,25
mixed,3,102,sjf,39.88,51.0,39.88,3.2084974623898024,179,210,285,0.9754385964912281,0.08771929824561403,23,25
mixed,3,102,srtf,39.76,50.88,39.64,3.077830795723136,179,210,285,0.9754385964912281,0.08771929824561403,25,37
mixed,3,102,rr,79.12,90.24,17.6,9.625612111713979,213,213,285,0.9754385964912281,0.08771929824561403,101,103
mixed,3,102,priority,102.76,113.88,102.76,28.95116813537007,251,254,285,0.9754385964912281,0.08771929824561403,23,25
mixed,3,102,hrrn,40.8,51.92,40.8,3.7614671593594995,179,210,285,0.9754385964912281,0.08771929824561403,23,25
mixed,3,103,fcfs,49.2,56.68,49.2,17.07443243243243,141,143,198,0.9444444444444444,0.12626262626262627,20,25
mixed,3,103,sjf,14.76,22.24,14.76,2.5565096525096522,96,112,198,0.9444444444444444,0.12626262626262627,20,25
mixed,3,103,srtf,14.36,21.84,14.12,2.1245096525096527,96,112,198,0.9444444444444444,0.12626262626262627,21,33
mixed,3,103,rr,30.76,38.24,10.24,5.844477906477906,118,121,198,0.9444444444444444,0.12626262626262627,65,74
mixed,3,103,priority,57.36,64.84,57.36,28.61576319176319,162,164,198,0.9444444444444444,0.12626262626262627,20,25
mixed,3,103,hrrn,32.72,40.2,32.72,10.536319176319175,88,112,198,0.9444444444444444,0.12626262626262627,20,25
mixed,3,104,fcfs,105.92,115.72,105.92,38.98701572708024,139,169,246,0.9959349593495935,0.1016260162601626,24,25
mixed,3,104,sjf,53.36,63.16,53.36,11.849731631130613,130,207,246,0.9959349593495935,0.1016260162601626,24,25
mixed,3,104,srtf,30.32,40.12,23.44,2.5815226764700445,170,207,246,0.9959349593495935,0.1016260162601626,26,35
mixed,3,104,rr,70.84,80.64,22.04,11.851226040948452,196,204,246,0.9959349593495935,0.1016260162601626,91,92
mixed,3,104,priority,119.12,128.92,119.12,46.36612691552929,203,225,246,0.9959349593495935,0.1016260162601626,24,25
